id,study,effect_size_id,species,species_id,subphylum,phylum,assortment_trait,trait_dimensions,field_collection,publication_year,pooled_data,spatially_pooled,temporally_pooled,yi,ni,vi
Okada 1988 - Homo sapiens,Okada 1988,1112,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head girth,uni,yes,1988,no,no,no,0.246,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1113,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,maximum hip breadth,uni,yes,1988,no,no,no,0.236,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1114,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,foot length,uni,yes,1988,no,no,no,0.16,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1115,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,hip girth,uni,yes,1988,no,no,no,0.142,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1116,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,hand length,uni,yes,1988,no,no,no,0.117,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1117,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1988,no,no,no,0.106,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1118,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,relative iliospinal height,uni,yes,1988,no,no,no,0.086,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1119,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,biacromial breadth,uni,yes,1988,no,no,no,0.06,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1120,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bust girth,uni,yes,1988,no,no,no,0.057,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1121,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,total head length,uni,yes,1988,no,no,no,0.057,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1122,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,relative sitting height,uni,yes,1988,no,no,no,0.048,50,0.02
Okada 1988 - Homo sapiens,Okada 1988,1123,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,foot breadth,uni,yes,1988,no,no,no,0.026,50,0.02
Olsen et al. 1998 - Falco cenchroides,Olsen et al. 1998,1124,Falco cenchroides,Falco_cenchroides_cenchroides_ott432111,Aves,Chordata,wing length,uni,yes,1998,yes,yes,no,0.363,41,0.024390244
Olsen et al. 1998 - Falco berigora,Olsen et al. 1998,1125,Falco berigora,Falco_berigora_ott877343,Aves,Chordata,wing length,uni,yes,1998,no,no,no,0.607,18,0.055555556
Olsen et al. 1998 - Falco peregrinus,Olsen et al. 1998,1126,Falco peregrinus,Falco_peregrinus_japonensis_ott773044,Aves,Chordata,wing length,uni,yes,1998,no,no,no,0.58,10,0.1
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1127,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.57,4,0.25
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1128,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.14,37,0.027027027
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1129,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.39,28,0.035714286
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1130,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.25,18,0.055555556
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1131,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.46,38,0.026315789
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1132,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,-0.15,16,0.0625
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1133,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.49,44,0.022727273
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1134,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,-0.32,15,0.066666667
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1135,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.11,10,0.1
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1136,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.34,14,0.071428571
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1137,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.64,13,0.076923077
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1138,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.48,12,0.083333333
Olson et al. 1986 - Anaxyrus boreas,Olson et al. 1986,1139,Anaxyrus boreas,Anaxyrus_boreas_boreas_ott205884,Amphibia,Chordata,dorsal length,uni,yes,1986,no,no,no,0.13,21,0.047619048
Olsson 1993 - Lacerta agilis,Olsson 1993,1140,Lacerta agilis,Lacerta_agilis_agilis_ott188787,Squamata,Chordata,snout-vent length,uni,yes,1993,yes,no,yes,0.37,214,0.004672897
Otronen 1984 - Dryomyza anilis,Otronen 1984,1141,Dryomyza anilis,Dryomyza_anilis_ott130145,Insecta,Arthropoda,wing length,uni,yes,1984,no,no,no,0.085,57,0.01754386
Otronen 1993 - Scathophaga stercoraria,Otronen 1993,1142,Scathophaga stercoraria,Scathophaga_stercoraria_ott557400,Insecta,Arthropoda,standard length,uni,yes,1993,no,no,no,0.252,170,0.005882353
Otronen 1993 - Scathophaga stercoraria,Otronen 1993,1143,Scathophaga stercoraria,Scathophaga_stercoraria_ott557400,Insecta,Arthropoda,standard length,uni,yes,1993,no,no,no,0.171,226,0.004424779
Otronen 1993 - Scathophaga stercoraria,Otronen 1993,1144,Scathophaga stercoraria,Scathophaga_stercoraria_ott557400,Insecta,Arthropoda,standard length,uni,yes,1993,no,no,no,0.144,163,0.006134969
Otronen 1993 - Scathophaga stercoraria,Otronen 1993,1145,Scathophaga stercoraria,Scathophaga_stercoraria_ott557400,Insecta,Arthropoda,standard length,uni,yes,1993,no,no,no,0.013,78,0.012820513
Pack et al. 2012 - Megaptera novaeangliae,Pack et al. 2012,1146,Megaptera novaeangliae,Megaptera_novaeangliae_ott226198,Mammalia,Chordata,body length,uni,yes,2012,no,no,no,0.45,67,0.014925373
Pal et al. 2006 - Siphonaria capensis,Pal et al. 2006,1147,Siphonaria capensis,Siphonaria_capensis_ott20369,Gastropoda,Lophotrochozoa,shell length,uni,yes,2006,no,no,no,0.75,17,0.058823529
Pal et al. 2006 - Siphonaria capensis,Pal et al. 2006,1148,Siphonaria capensis,Siphonaria_capensis_ott20369,Gastropoda,Lophotrochozoa,shell length,uni,yes,2006,no,no,no,0.79,15,0.066666667
Pal et al. 2006 - Siphonaria capensis,Pal et al. 2006,1149,Siphonaria capensis,Siphonaria_capensis_ott20369,Gastropoda,Lophotrochozoa,shell length,uni,yes,2006,no,no,no,0.5,32,0.03125
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1150,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,no,1987,no,no,no,-0.05,91,0.010989011
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1151,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,no,1987,no,no,no,0.05,102,0.009803922
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1152,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,no,1987,no,no,no,-0.05,50,0.02
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1153,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,no,1987,no,no,no,-0.03,5,0.2
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1154,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,no,1987,no,no,no,0.02,36,0.027777778
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1155,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,no,1987,no,no,no,-0.05,91,0.010989011
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1156,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,no,1987,no,no,no,0.05,102,0.009803922
Partridge et al. 1987 - Drosophila melanogaster,Partridge et al. 1987,1157,Drosophila melanogaster,Drosophila_melanogaster_ott505714,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,0.01,30,0.033333333
Partridge et al. 1987 - Drosophila melanogaster,Partridge et al. 1987,1158,Drosophila melanogaster,Drosophila_melanogaster_ott505714,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,0.37,18,0.055555556
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1159,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,0.41,25,0.04
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1160,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,0.05,8,0.125
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1161,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,-0.06,12,0.083333333
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1162,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,-0.06,36,0.027777778
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1163,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,0.14,75,0.013333333
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1164,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,-0.05,50,0.02
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1165,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,-0.03,5,0.2
Partridge et al. 1987 - Drosophila pseudoobscura,Partridge et al. 1987,1166,Drosophila pseudoobscura,Drosophila_pseudoobscura_pseudoobscura_ott820906,Insecta,Arthropoda,wing length,uni,yes,1987,no,no,no,0.02,36,0.027777778
Partridge et al. 2013 - Syngnathus scovelli,Partridge et al. 2013,1167,Syngnathus scovelli,Syngnathus_scovelli_ott251400,Teleostei,Chordata,body length,uni,yes,2013,yes,no,yes,0.21,17,0.058823529
Partridge et al. 2013 - Syngnathus scovelli,Partridge et al. 2013,1168,Syngnathus scovelli,Syngnathus_scovelli_ott251400,Teleostei,Chordata,body length,uni,yes,2013,yes,no,yes,-0.13,8,0.125
Patton and Robertson 1980 - Paguritta harmsi,Patton and Robertson 1980,1169,Paguritta harmsi,Paguritta_harmsi_ott2975403,Crustacea,Arthropoda,body length,uni,yes,1980,no,no,no,0.633,28,0.035714286
Pavkovic-Lucic and Kekic 2011 - Drosophila melanogaster,Pavkovic-Lucic and Kekic 2011,1170,Drosophila melanogaster,Drosophila_melanogaster_ott505714,Insecta,Arthropoda,wing length,uni,yes,2011,no,no,no,0.07,93,0.010752688
Pavkovic-Lucic et al. 2009 - Drosophila melanogaster,Pavkovic-Lucic et al. 2009,1171,Drosophila melanogaster,Drosophila_melanogaster_ott505714,Insecta,Arthropoda,wing length,uni,no,2009,no,no,no,0.1,65,0.015384615
Pavkovic-Lucic et al. 2009 - Drosophila melanogaster,Pavkovic-Lucic et al. 2009,1172,Drosophila melanogaster,Drosophila_melanogaster_ott505714,Insecta,Arthropoda,wing length,uni,no,2009,no,no,no,0.37,57,0.01754386
Pavkovic-Lucic et al. 2009 - Drosophila melanogaster,Pavkovic-Lucic et al. 2009,1173,Drosophila melanogaster,Drosophila_melanogaster_ott505714,Insecta,Arthropoda,wing length,uni,no,2009,no,no,no,-0.14,63,0.015873016
Pavkovic-Lucic et al. 2009 - Drosophila melanogaster,Pavkovic-Lucic et al. 2009,1174,Drosophila melanogaster,Drosophila_melanogaster_ott505714,Insecta,Arthropoda,wing length,uni,no,2009,no,no,no,0.38,32,0.03125
Pearson 1896 - Homo sapiens,Pearson 1896,1175,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1896,yes,yes,yes,0.093,774,0.00129199
Pearson 1906 - Homo sapiens,Pearson 1906,1176,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1906,yes,yes,yes,0.26,989,0.001011122
Pearson and Lee 1903 - Homo sapiens,Pearson and Lee 1903,1177,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1903,yes,yes,yes,0.28,1025,0.00097561
Pearson and Lee 1903 - Homo sapiens,Pearson and Lee 1903,1178,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,span length,uni,yes,1903,yes,yes,yes,0.199,1025,0.00097561
Pearson and Lee 1903 - Homo sapiens,Pearson and Lee 1903,1179,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,forearm length,uni,yes,1903,yes,yes,yes,0.198,1025,0.00097561
Pennings 1991 - Aplysia californica,Pennings 1991,1180,Aplysia californica,Aplysia_californica_ott51009,Gastropoda,Lophotrochozoa,weight,uni,yes,1991,no,no,no,0.24,42,0.023809524
Pennings 1991 - Aplysia californica,Pennings 1991,1181,Aplysia californica,Aplysia_californica_ott51009,Gastropoda,Lophotrochozoa,weight,uni,yes,1991,no,no,no,-0.007,81,0.012345679
Pennock-Roman 1984 - Homo sapiens,Pennock-Roman 1984,1182,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1984,no,no,no,0.26,161,0.00621118
Pennock-Roman 1984 - Homo sapiens,Pennock-Roman 1984,1183,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1984,no,no,no,0.13,163,0.006134969
Pennock-Roman 1984 - Homo sapiens,Pennock-Roman 1984,1184,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,forearm length,uni,yes,1984,no,no,no,0.13,126,0.007936508
Pennock-Roman 1984 - Homo sapiens,Pennock-Roman 1984,1185,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,waist circumference,uni,yes,1984,no,no,no,0.12,158,0.006329114
Pennock-Roman 1984 - Homo sapiens,Pennock-Roman 1984,1186,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,shoe length,uni,yes,1984,no,no,no,0.06,155,0.006451613
Pennock-Roman 1984 - Homo sapiens,Pennock-Roman 1984,1187,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,chest circumference,uni,yes,1984,no,no,no,-0.02,140,0.007142857
Pescinelli 2016 - Alpheus brasileiro,Pescinelli 2016,1188,Alpheus brasileiro,Alpheus_brasileiro_ott1028047,Crustacea,Arthropoda,carapace length,uni,yes,2016,yes,no,yes,0.78,43,0.023255814
Petersen and Fischer 1996 - Serranus tortugarum,Petersen and Fischer 1996,1189,Serranus tortugarum,Serranus_tortugarum_ott511782,Teleostei,Chordata,standard length,uni,yes,1996,yes,no,yes,0.64,19,0.052631579
Petersen and Fischer 1996 - Serranus tortugarum,Petersen and Fischer 1996,1190,Serranus tortugarum,Serranus_tortugarum_ott511782,Teleostei,Chordata,standard length,uni,yes,1996,no,no,no,0.58,8,0.125
Petersen and Fischer 1996 - Serranus tortugarum,Petersen and Fischer 1996,1191,Serranus tortugarum,Serranus_tortugarum_ott511782,Teleostei,Chordata,standard length,uni,yes,1996,no,no,no,0.9,20,0.05
Petersen and Fischer 1996 - Serranus tortugarum,Petersen and Fischer 1996,1192,Serranus tortugarum,Serranus_tortugarum_ott511782,Teleostei,Chordata,standard length,uni,yes,1996,no,no,no,0.7,40,0.025
Petersson 1990 - Athripsodes cinereus,Petersson 1990,1193,Athripsodes cinereus,Athripsodes_cinereus_ott190993,Insecta,Arthropoda,wing length,uni,yes,1990,yes,no,yes,0.143,135,0.007407407
Petersson 1990 - Mystacides azurea,Petersson 1990,1194,Mystacides azurea,Mystacides_azureus_ott816747,Insecta,Arthropoda,wing length,uni,yes,1990,yes,no,yes,0.067,284,0.003521127
Petrie 2007 - Heliconius charitonius,Petrie 2007,1195,Heliconius charitonius,Heliconius_charithonia_ott259142,Insecta,Arthropoda,wing length,uni,no,2007,no,no,no,0.139,30,0.033333333
Petrie 2007 - Heliconius melpomene,Petrie 2007,1196,Heliconius melpomene,Heliconius_melpomene_melpomene_ott372028,Insecta,Arthropoda,wing length,uni,no,2007,no,no,no,0.005,26,0.038461538
Pfaller et al. 2014 - Planes major,Pfaller et al. 2014,1197,Planes major,Planes_major_ott2981529,Crustacea,Arthropoda,carapace width,uni,yes,2014,yes,yes,yes,0.27,47,0.021276596
Phillips et al. 2002 - Stercorarius skua,Phillips et al. 2002,1198,Stercorarius skua,Stercorarius_skua_ott742633,Aves,Chordata,tarsus length,uni,yes,2002,no,no,no,0.001,101,0.00990099
Phillips et al. 2002 - Stercorarius skua,Phillips et al. 2002,1199,Stercorarius skua,Stercorarius_skua_ott742633,Aves,Chordata,weight,uni,yes,2002,no,no,no,-0.01,98,0.010204082
Phillips et al. 2002 - Stercorarius skua,Phillips et al. 2002,1200,Stercorarius skua,Stercorarius_skua_ott742633,Aves,Chordata,head length,uni,yes,2002,no,no,no,-0.02,101,0.00990099
Phillips et al. 2002 - Stercorarius skua,Phillips et al. 2002,1201,Stercorarius skua,Stercorarius_skua_ott742633,Aves,Chordata,wing length,uni,yes,2002,no,no,no,-0.11,101,0.00990099
Pieper 1981 - Homo sapiens,Pieper 1981,1202,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,distance between eye pupils,uni,yes,1981,yes,no,yes,0.353,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1203,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bigonial breadth,uni,yes,1981,yes,no,yes,0.347,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1204,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1981,yes,no,yes,0.303,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1205,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,hand circumference,uni,yes,1981,yes,no,yes,0.223,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1206,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,ear breadth,uni,yes,1981,yes,no,yes,0.22,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1207,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,menton-sellion length,uni,yes,1981,yes,no,yes,0.191,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1208,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,nose length,uni,yes,1981,yes,no,yes,0.18,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1209,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head breadth,uni,yes,1981,yes,no,yes,0.147,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1210,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,wrist circumference,uni,yes,1981,yes,no,yes,0.146,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1211,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,ear breadth,uni,yes,1981,yes,no,yes,0.137,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1212,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1981,yes,no,yes,0.131,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1213,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,ear length,uni,yes,1981,yes,no,yes,0.13,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1214,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1981,yes,no,yes,0.126,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1215,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,ear length,uni,yes,1981,yes,no,yes,0.12,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1216,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,distance between eye pupils,uni,yes,1981,yes,no,yes,0.114,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1217,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bigonial breadth,uni,yes,1981,yes,no,yes,0.11,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1218,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bizygomatic breadth,uni,yes,1981,yes,no,yes,0.092,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1219,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,nose length,uni,yes,1981,yes,no,yes,0.092,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1220,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,hand circumference,uni,yes,1981,yes,no,yes,0.089,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1221,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head breadth,uni,yes,1981,yes,no,yes,0.088,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1222,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,wrist circumference,uni,yes,1981,yes,no,yes,0.082,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1223,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,menton-sellion length,uni,yes,1981,yes,no,yes,0.074,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1224,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,trunk length,uni,yes,1981,yes,no,yes,0.068,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1225,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1981,yes,no,yes,0.053,487,0.002053388
Pieper 1981 - Homo sapiens,Pieper 1981,1226,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1981,yes,no,yes,0.053,500,0.002
Pieper 1981 - Homo sapiens,Pieper 1981,1227,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bizygomatic breadth,uni,yes,1981,yes,no,yes,0.28,500,0.002
